main_sound,level,hanja,meaning,radical,strokes,total_strokes
기,2급,棋,"[[['바둑'], ['기']]]",木,8,12
기,2급,冀,"[[['바랄'], ['기']]]",八,14,16
기,2급,岐,"[[['갈림길'], ['기']]]",山,4,7
기,2급,驥,"[[['천리마'], ['기']]]",馬,16,26
기,2급,耆,"[[['늙을'], ['기']]]",老,4,10
기,2급,麒,"[[['기린'], ['기']]]",鹿,8,19
기,2급,沂,"[[['물이름'], ['기']]]",水,4,7
기,2급,淇,"[[['물이름'], ['기']]]",水,8,11
기,2급,琦,"[[['옥이름'], ['기']]]",玉,8,12
기,2급,琪,"[[['아름다운옥'], ['기']]]",玉,8,12
기,2급,璣,"[[['별이름'], ['기']]]",玉,12,16
기,2급,箕,"[[['키'], ['기']]]",竹,8,14
기,2급,騏,"[[['준마'], ['기']]]",馬,8,18
농,2급,濃,"[[['짙을'], ['농']]]",水,13,16
뇨,2급,尿,"[[['오줌'], ['뇨']]]",尸,4,7
니,2급,尼,"[[['여승'], ['니']]]",尸,2,5
닉,2급,溺,"[[['빠질'], ['닉']]]",水,10,13
단,2급,鍛,"[[['쇠불릴'], ['단']]]",金,9,17
단,2급,湍,"[[['여울'], ['단']]]",水,9,12
담,2급,潭,"[[['못[池]'], ['담']]]",水,12,15
담,2급,膽,"[[['쓸개'], ['담']]]",肉,13,17
당,2급,塘,"[[['못[池]'], ['당']]]",土,10,13
대,2급,戴,"[[['일[首荷]'], ['대']]]",戈,13,17
대,2급,垈,"[[['집터'], ['대']]]",土,5,8
덕,2급,悳,"[[['큰[德]'], ['덕']]]",心,8,12
도,2급,悼,"[[['슬퍼할'], ['도']]]",心,8,11
도,2급,燾,"[[['비칠'], ['도']]]",火,14,18
돈,2급,惇,"[[['도타울'], ['돈']]]",心,8,11
돈,2급,燉,"[[['불빛'], ['돈']]]",火,12,16
돈,2급,頓,"[[['조아릴'], ['돈']]]",頁,4,13
돌,2급,乭,"[[['이름'], ['돌']]]",乙,5,6
동,2급,棟,"[[['마룻대'], ['동']]]",木,8,12
동,2급,桐,"[[['오동나무'], ['동']]]",木,6,10
동,2급,董,"[[['바를[正]'], ['동']]]",艸,9,13
두,2급,杜,"[[['막을'], ['두']]]",木,3,7
등,2급,藤,"[[['등나무'], ['등']]]",艸,15,19
등,2급,謄,"[[['베낄'], ['등']]]",言,10,17
등,2급,鄧,"[[['나라이름'], ['등']]]",邑,12,15
라,2급,裸,"[[['벗을'], ['라']]]",衣,8,13
락,2급,洛,"[[['물이름'], ['락']]]",水,6,9
란,2급,爛,"[[['빛날'], ['란']]]",火,17,21
람,2급,藍,"[[['쪽'], ['람']]]",艸,14,18
랍,2급,拉,"[[['끌'], ['랍']]]",手,5,8
래,2급,萊,"[[['명아주'], ['래']]]",艸,8,12
량,2급,輛,"[[['수레'], ['량']]]",車,8,15
량,2급,樑,"[[['들보'], ['량']]]",木,11,15
량,2급,亮,"[[['밝을'], ['량']]]",亠,7,9
려,2급,廬,"[[['농막(農幕)집'], ['려']]]",广,16,19
려,2급,礪,"[[['숫돌'], ['려']]]",石,15,20
려,2급,呂,"[[['성(姓)', '법칙'], ['려']]]",口,4,7
려,2급,驪,"[[['검은말'], ['려']], [['검은말'], ['리']]]",馬,19,29
련,2급,煉,"[[['달굴'], ['련']]]",火,9,13
련,2급,漣,"[[['잔물결'], ['련']]]",水,11,14
렴,2급,濂,"[[['물이름'], ['렴']]]",水,13,16
령,2급,玲,"[[['옥소리'], ['령']]]",玉,5,9
례,2급,醴,"[[['단술[甘酒]'], ['례']]]",酉,13,20
로,2급,盧,"[[['성(姓)'], ['로']]]",皿,11,16
로,2급,鷺,"[[['해오라기', '백로'], ['로']]]",鳥,13,24
로,2급,蘆,"[[['갈대'], ['로']]]",艸,16,20
로,2급,魯,"[[['노나라', '노둔할'], ['로']]]",魚,4,15
롱,2급,籠,"[[['대바구니'], ['롱']]]",竹,16,22
료,2급,療,"[[['병고칠'], ['료']]]",疒,12,17
료,2급,遼,"[[['멀'], ['료']]]",辵,12,16
류,2급,硫,"[[['유황'], ['류']]]",石,7,12
류,2급,謬,"[[['그르칠'], ['류']]]",言,11,18
류,2급,劉,"[[['죽일', '묘금도(卯金刂)'], ['류']]]",刀,13,15
륜,2급,崙,"[[['산이름'], ['륜']]]",山,8,11
릉,2급,楞,"[[['네모질[四角]'], ['릉']]]",木,9,13
린,2급,麟,"[[['기린'], ['린']]]",鹿,12,23
마,2급,摩,"[[['문지를'], ['마']]]",手,11,15
마,2급,痲,"[[['저릴'], ['마']]]",疒,8,13
마,2급,魔,"[[['마귀'], ['마']]]",鬼,11,21
막,2급,膜,"[[['꺼풀', '막'], ['막']]]",肉,11,15
만,2급,娩,"[[['낳을'], ['만']]]",女,7,10
만,2급,灣,"[[['물굽이'], ['만']]]",水,22,25
만,2급,蠻,"[[['오랑캐'], ['만']]]",虫,19,25
말,2급,靺,"[[['말갈(靺鞨)'], ['말']]]",革,5,14
망,2급,網,"[[['그물'], ['망']]]",糸,8,14
매,2급,魅,"[[['매혹할'], ['매']]]",鬼,5,15
매,2급,枚,"[[['낱'], ['매']]]",木,4,8
맥,2급,貊,"[[['맥국(貊國)'], ['맥']]]",豸,6,13
멱,2급,覓,"[[['찾을'], ['멱']]]",見,4,11
면,2급,俛,"[[['힘쓸', '구푸릴'], ['면']]]",人,7,9
면,2급,沔,"[[['물이름', '빠질'], ['면']]]",水,4,7
면,2급,冕,"[[['면류관'], ['면']]]",冂,9,11
멸,2급,蔑,"[[['업신여길'], ['멸']]]",艸,11,15
모,2급,矛,"[[['창'], ['모']]]",矛,0,5
모,2급,帽,"[[['모자'], ['모']]]",巾,9,12
모,2급,茅,"[[['띠[草名]'], ['모']]]",艸,5,9
모,2급,謨,"[[['꾀'], ['모']]]",言,11,18
모,2급,牟,"[[['성(姓)', '보리[大麥]'], ['모']]]",牛,2,6
목,2급,沐,"[[['머리감을'], ['목']]]",水,4,7
목,2급,穆,"[[['화목할'], ['목']]]",禾,11,16
묘,2급,昴,"[[['별이름'], ['묘']]]",日,5,9
문,2급,紊,"[[['어지러울', '문란할'], ['문']]]",糸,4,10
문,2급,汶,"[[['물이름'], ['문']]]",水,4,7
미,2급,彌,"[[['미륵', '오랠'], ['미']]]",弓,14,17
민,2급,旻,"[[['하늘'], ['민']]]",日,4,8
민,2급,閔,"[[['성(姓)'], ['민']]]",門,4,12
민,2급,玟,"[[['아름다운돌'], ['민']]]",玉,4,8
민,2급,珉,"[[['옥돌'], ['민']]]",玉,5,9
민,2급,旼,"[[['화할'], ['민']]]",日,4,8
박,2급,舶,"[[['배'], ['박']]]",舟,5,11
반,2급,搬,"[[['옮길'], ['반']]]",手,10,13
반,2급,潘,"[[['성(姓)'], ['반']]]",水,12,15
반,2급,磻,"[[['반계(磻溪)'], ['반']], [['반계'], ['번']]]",石,12,17
발,2급,渤,"[[['바다이름'], ['발']]]",水,9,12
발,2급,鉢,"[[['바리때'], ['발']]]",金,5,13
방,2급,紡,"[[['길쌈'], ['방']]]",糸,4,10
방,2급,旁,"[[['곁'], ['방']]]",方,6,10
방,2급,龐,"[[['높은집'], ['방']]]",龍,3,19
배,2급,賠,"[[['물어줄'], ['배']]]",貝,8,15
배,2급,俳,"[[['배우'], ['배']]]",人,8,10
배,2급,裵,"[[['성(姓)'], ['배']]]",衣,8,14
백,2급,柏,"[[['측백'], ['백']]]",木,5,9
벌,2급,閥,"[[['문벌'], ['벌']]]",門,6,14
벌,2급,筏,"[[['뗏목'], ['벌']]]",竹,6,12
범,2급,汎,"[[['넓을'], ['범']]]",水,3,6
범,2급,范,"[[['성(姓)'], ['범']]]",艸,5,9
벽,2급,僻,"[[['궁벽할'], ['벽']]]",人,13,15
변,2급,弁,"[[['고깔'], ['변']]]",廾,2,5
변,2급,卞,"[[['성(姓)'], ['변']]]",卜,2,4
병,2급,倂,"[[['아우를'], ['병']]]",人,8,10
병,2급,昺,"[[['밝을'], ['병']]]",日,5,9
병,2급,昞,"[[['밝을'], ['병']]]",日,5,9
병,2급,秉,"[[['잡을'], ['병']]]",禾,3,8
병,2급,柄,"[[['자루'], ['병']]]",木,5,9
병,2급,炳,"[[['불꽃'], ['병']]]",火,5,9
보,2급,甫,"[[['클'], ['보']]]",用,2,7
보,2급,輔,"[[['도울'], ['보']]]",車,7,14
보,2급,潽,"[[['물이름'], ['보']]]",水,12,15
복,2급,馥,"[[['향기'], ['복']]]",香,9,18
봉,2급,俸,"[[['녹(祿)'], ['봉']]]",人,8,10
봉,2급,縫,"[[['꿰맬'], ['봉']]]",糸,11,17
봉,2급,蓬,"[[['쑥'], ['봉']]]",艸,11,15
부,2급,敷,"[[['펼'], ['부']]]",攴,11,15
부,2급,膚,"[[['살갗'], ['부']]]",肉,11,15
부,2급,傅,"[[['스승'], ['부']]]",人,10,12
부,2급,釜,"[[['가마[鬴]'], ['부']]]",金,2,10
부,2급,阜,"[[['언덕'], ['부']]]",阜,0,8
분,2급,芬,"[[['향기'], ['분']]]",艸,4,8
불,2급,弗,"[[['아닐', '말[勿]'], ['불']]]",弓,2,5
붕,2급,鵬,"[[['새'], ['붕']]]",鳥,8,19
비,2급,匪,"[[['비적'], ['비']]]",匚,8,10
비,2급,泌,"[[['분비할'], ['비']], [['스며흐를'], ['필']]]",水,5,8
비,2급,丕,"[[['클'], ['비']]]",一,4,5
비,2급,毖,"[[['삼갈'], ['비']]]",比,5,9
비,2급,毘,"[[['도울'], ['비']]]",比,5,9
빈,2급,彬,"[[['빛날'], ['빈']]]",彡,8,11
빙,2급,馮,"[[['탈[乘]'], ['빙']], [['성(姓)'], ['풍']]]",馬,2,12
사,2급,赦,"[[['용서할'], ['사']]]",赤,4,11
사,2급,飼,"[[['기를'], ['사']]]",食,5,14
사,2급,唆,"[[['부추길'], ['사']]]",口,7,10
사,2급,泗,"[[['물이름'], ['사']]]",水,5,8
산,2급,傘,"[[['우산'], ['산']]]",人,10,12
산,2급,酸,"[[['실[味覺]'], ['산']]]",酉,7,14
삼,2급,蔘,"[[['삼'], ['삼']]]",艸,11,15
삽,2급,揷,"[[['꽂을'], ['삽']]]",手,9,12
상,2급,箱,"[[['상자'], ['상']]]",竹,9,15
상,2급,庠,"[[['학교'], ['상']]]",广,6,9
서,2급,瑞,"[[['상서'], ['서']]]",玉,9,13
서,2급,舒,"[[['펼'], ['서']]]",舌,6,12
석,2급,碩,"[[['클'], ['석']]]",石,9,14
석,2급,錫,"[[['주석'], ['석']]]",金,8,16
석,2급,奭,"[[['클', '쌍백'], ['석']]]",大,12,15
석,2급,晳,"[[['밝을'], ['석']]]",日,8,12
선,2급,繕,"[[['기울'], ['선']]]",糸,12,18
선,2급,璇,"[[['옥'], ['선']]]",玉,11,15
선,2급,瑄,"[[['도리옥'], ['선']]]",玉,9,13
선,2급,璿,"[[['구슬'], ['선']]]",玉,14,18
설,2급,薛,"[[['성(姓)'], ['설']]]",艸,13,17
설,2급,卨,"[[['사람이름'], ['설']]]",卜,9,11
섬,2급,纖,"[[['가늘'], ['섬']]]",糸,17,23
섬,2급,陝,"[[['땅이름'], ['섬']]]",阜,7,10
섬,2급,蟾,"[[['두꺼비'], ['섬']]]",虫,13,19
섬,2급,暹,"[[['햇살치밀', '나라이름'], ['섬']]]",日,12,16
섭,2급,燮,"[[['불꽃'], ['섭']]]",火,13,17
성,2급,晟,"[[['밝을'], ['성']]]",日,7,11
세,2급,貰,"[[['세놓을'], ['세']]]",貝,5,12
소,2급,紹,"[[['이을'], ['소']]]",糸,5,11
소,2급,沼,"[[['못'], ['소']]]",水,5,8
소,2급,巢,"[[['새집'], ['소']]]",巛,8,11
소,2급,邵,"[[['땅이름', '성(姓)'], ['소']]]",邑,5,8
송,2급,宋,"[[['성(姓)'], ['송']]]",宀,4,7
수,2급,銖,"[[['저울눈'], ['수']]]",金,6,14
수,2급,隋,"[[['수나라'], ['수']]]",阜,9,12
수,2급,洙,"[[['물가'], ['수']]]",水,6,9
순,2급,盾,"[[['방패'], ['순']]]",目,4,9
순,2급,舜,"[[['순임금'], ['순']]]",舛,6,12
순,2급,珣,"[[['옥이름'], ['순']]]",玉,6,10
순,2급,淳,"[[['순박할'], ['순']]]",水,8,11
순,2급,洵,"[[['참으로'], ['순']]]",水,6,9
순,2급,荀,"[[['풀이름'], ['순']]]",艸,6,10
슬,2급,瑟,"[[['큰거문고'], ['슬']]]",玉,9,13
승,2급,升,"[[['되'], ['승']]]",十,2,4
승,2급,繩,"[[['노끈'], ['승']]]",糸,13,19
시,2급,屍,"[[['주검'], ['시']]]",尸,6,9
시,2급,柴,"[[['섶[薪]'], ['시']]]",木,6,10
식,2급,殖,"[[['불릴'], ['식']]]",歹,8,12
식,2급,軾,"[[['수레가로나무'], ['식']]]",車,6,13
식,2급,湜,"[[['물맑을'], ['식']]]",水,9,12
신,2급,紳,"[[['띠[帶]'], ['신']]]",糸,5,11
신,2급,腎,"[[['콩팥'], ['신']]]",肉,8,12
심,2급,瀋,"[[['즙낼', '물이름'], ['심']]]",水,15,18
악,2급,握,"[[['쥘'], ['악']]]",手,9,12
알,2급,閼,"[[['막을'], ['알']]]",門,8,16
암,2급,癌,"[[['암'], ['암']]]",疒,12,17
압,2급,鴨,"[[['오리'], ['압']]]",鳥,5,16
애,2급,礙,"[[['거리낄'], ['애']]]",石,14,19
애,2급,艾,"[[['쑥'], ['애']]]",艸,2,6
애,2급,埃,"[[['티끌'], ['애']]]",土,7,10
야,2급,惹,"[[['이끌'], ['야']]]",心,9,13
야,2급,倻,"[[['가야'], ['야']]]",人,9,11
양,2급,孃,"[[['아가씨'], ['양']]]",女,17,20
양,2급,襄,"[[['도울'], ['양']]]",衣,11,17
언,2급,彦,"[[['선비'], ['언']]]",彡,6,9
연,2급,硯,"[[['벼루'], ['연']]]",石,7,12
연,2급,衍,"[[['넓을'], ['연']]]",行,3,9
연,2급,姸,"[[['고울'], ['연']]]",女,6,9
연,2급,淵,"[[['못'], ['연']]]",水,9,12
염,2급,厭,"[[['싫어할'], ['염']]]",厂,12,14
염,2급,閻,"[[['마을'], ['염']]]",門,8,16
엽,2급,燁,"[[['빛날'], ['엽']]]",火,11,15
영,2급,盈,"[[['찰[滿]'], ['영']]]",皿,4,9
영,2급,瑛,"[[['옥빛'], ['영']]]",玉,9,13
영,2급,暎,"[[['비칠'], ['영']]]",日,9,13
예,2급,預,"[[['맡길', '미리'], ['예']]]",頁,4,13
예,2급,芮,"[[['성(姓)'], ['예']]]",艸,4,8
예,2급,睿,"[[['슬기'], ['예']]]",目,9,14
예,2급,濊,"[[['종족이름'], ['예']]]",水,13,16
오,2급,梧,"[[['오동나무'], ['오']]]",木,7,11
오,2급,墺,"[[['물가'], ['오']]]",土,13,16
오,2급,吳,"[[['성(姓)'], ['오']]]",口,4,7
옥,2급,鈺,"[[['보배'], ['옥']]]",金,5,13
옥,2급,沃,"[[['기름질'], ['옥']]]",水,4,7
온,2급,穩,"[[['편안할'], ['온']]]",禾,14,19
옹,2급,甕,"[[['독'], ['옹']]]",瓦,13,18
옹,2급,雍,"[[['화(和)할'], ['옹']]]",隹,5,13
옹,2급,邕,"[[['막힐'], ['옹']]]",邑,3,10
완,2급,莞,"[[['빙그레할'], ['완']], [['왕골'], ['관']]]",艸,7,11
왕,2급,汪,"[[['넓을'], ['왕']]]",水,4,7
왕,2급,旺,"[[['왕성할'], ['왕']]]",日,4,8
왜,2급,歪,"[[['기울'], ['왜']], [['기울'], ['외']]]",止,5,9
왜,2급,倭,"[[['왜나라'], ['왜']]]",人,8,10
요,2급,妖,"[[['요사할'], ['요']]]",女,4,7
요,2급,姚,"[[['예쁠'], ['요']]]",女,6,9
요,2급,堯,"[[['요임금'], ['요']]]",土,9,12
요,2급,耀,"[[['빛날'], ['요']]]",羽,14,20
용,2급,熔,"[[['녹을'], ['용']]]",火,10,14
용,2급,傭,"[[['품팔'], ['용']]]",人,11,13
용,2급,瑢,"[[['패옥소리'], ['용']]]",玉,10,14
용,2급,溶,"[[['녹을'], ['용']]]",水,10,13
용,2급,鎔,"[[['쇠녹일'], ['용']]]",金,10,18
용,2급,鏞,"[[['쇠북'], ['용']]]",金,11,19
우,2급,佑,"[[['도울'], ['우']]]",人,5,7
우,2급,禹,"[[['성(姓)'], ['우']]]",禸,4,9
우,2급,祐,"[[['복(福)'], ['우']]]",示,5,10
욱,2급,旭,"[[['아침해'], ['욱']]]",日,2,6
욱,2급,昱,"[[['햇빛밝을'], ['욱']]]",日,5,9
욱,2급,煜,"[[['빛날'], ['욱']]]",火,9,13
욱,2급,郁,"[[['성할'], ['욱']]]",邑,6,9
욱,2급,頊,"[[['삼갈'], ['욱']]]",頁,4,13
운,2급,芸,"[[['향풀'], ['운']]]",艸,4,8
울,2급,鬱,"[[['답답할'], ['울']]]",鬯,19,29
울,2급,蔚,"[[['고을이름'], ['울']]]",艸,11,15
웅,2급,熊,"[[['곰'], ['웅']]]",火,10,14
원,2급,苑,"[[['나라동산'], ['원']]]",艸,5,9
원,2급,瑗,"[[['구슬'], ['원']]]",玉,9,13
원,2급,袁,"[[['성(姓)'], ['원']]]",衣,4,10
원,2급,媛,"[[['계집'], ['원']]]",女,9,12
위,2급,尉,"[[['벼슬'], ['위']]]",寸,8,11
위,2급,渭,"[[['물이름'], ['위']]]",水,9,12
위,2급,韋,"[[['가죽'], ['위']]]",韋,0,9
위,2급,魏,"[[['성(姓)'], ['위']]]",鬼,8,18
유,2급,庾,"[[['곳집', '노적가리'], ['유']]]",广,8,11
유,2급,兪,"[[['대답할', '인월도(人月刂)'], ['유']]]",入,7,9
유,2급,踰,"[[['넘을'], ['유']]]",足,9,16
유,2급,楡,"[[['느릅나무'], ['유']]]",木,9,13
윤,2급,允,"[[['맏[伯]'], ['윤']]]",儿,2,4
윤,2급,胤,"[[['자손'], ['윤']]]",肉,5,9
윤,2급,鈗,"[[['창'], ['윤']]]",金,4,12
윤,2급,尹,"[[['성(姓)'], ['윤']]]",尸,1,4
융,2급,融,"[[['녹을'], ['융']]]",虫,10,16
은,2급,垠,"[[['지경'], ['은']]]",土,6,9
은,2급,誾,"[[['향기'], ['은']]]",言,8,15
은,2급,殷,"[[['은나라'], ['은']]]",殳,6,10
응,2급,鷹,"[[['매'], ['응']]]",鳥,13,24
이,2급,貳,"[[['두', '갖은두'], ['이']]]",貝,5,12
이,2급,怡,"[[['기쁠'], ['이']]]",心,5,8
이,2급,伊,"[[['저[彼]'], ['이']]]",人,4,6
이,2급,珥,"[[['귀고리'], ['이']]]",玉,6,10
익,2급,翊,"[[['도울'], ['익']]]",羽,5,11
인,2급,刃,"[[['칼날'], ['인']]]",刀,1,3
일,2급,壹,"[[['한', '갖은한'], ['일']]]",士,9,12
일,2급,佾,"[[['줄춤'], ['일']]]",人,6,8
일,2급,鎰,"[[['무게이름'], ['일']]]",金,10,18
임,2급,妊,"[[['아이밸'], ['임']]]",女,4,7
자,2급,磁,"[[['자석'], ['자']]]",石,9,14
자,2급,諮,"[[['물을'], ['자']]]",言,9,16
자,2급,雌,"[[['암컷'], ['자']]]",隹,6,14
자,2급,滋,"[[['불을[益]'], ['자']]]",水,9,12
잠,2급,蠶,"[[['누에'], ['잠']]]",虫,18,24
장,2급,獐,"[[['노루'], ['장']]]",犬,11,14
장,2급,庄,"[[['전장(田莊)'], ['장']]]",广,3,6
장,2급,璋,"[[['홀[圭]'], ['장']]]",玉,11,15
장,2급,蔣,"[[['성(姓)'], ['장']]]",艸,11,15
저,2급,沮,"[[['막을[遮]'], ['저']]]",水,5,8
전,2급,甸,"[[['경기'], ['전']]]",田,2,7
정,2급,艇,"[[['배'], ['정']]]",舟,7,13
정,2급,偵,"[[['염탐할'], ['정']]]",人,9,11
정,2급,呈,"[[['드릴'], ['정']]]",口,4,7
정,2급,汀,"[[['물가'], ['정']]]",水,2,5
정,2급,楨,"[[['광나무'], ['정']]]",木,9,13
정,2급,晶,"[[['맑을'], ['정']]]",日,8,12
정,2급,鼎,"[[['솥'], ['정']]]",鼎,0,13
정,2급,鄭,"[[['나라'], ['정']]]",邑,12,15
정,2급,禎,"[[['상서로울'], ['정']]]",示,9,14
정,2급,旌,"[[['기'], ['정']]]",方,7,11
정,2급,珽,"[[['옥이름'], ['정']]]",玉,7,11
제,2급,劑,"[[['약제'], ['제']]]",刀,14,16
조,2급,措,"[[['둘[置]'], ['조']]]",手,8,11
조,2급,釣,"[[['낚을', '낚시'], ['조']]]",金,3,11
조,2급,彫,"[[['새길'], ['조']]]",彡,8,11
조,2급,趙,"[[['나라'], ['조']]]",走,7,14
조,2급,曺,"[[['성(姓)'], ['조']]]",曰,6,10
조,2급,祚,"[[['복(福)'], ['조']]]",示,5,10
종,2급,綜,"[[['모을'], ['종']]]",糸,8,14
종,2급,琮,"[[['옥홀'], ['종']]]",玉,8,12
주,2급,駐,"[[['머무를'], ['주']]]",馬,5,15
주,2급,疇,"[[['이랑'], ['주']]]",田,14,19
준,2급,准,"[[['비준'], ['준']]]",冫,8,10
준,2급,駿,"[[['준마'], ['준']]]",馬,7,17
준,2급,濬,"[[['깊을'], ['준']]]",水,14,17
준,2급,浚,"[[['깊게할'], ['준']]]",水,7,10
준,2급,晙,"[[['밝을'], ['준']]]",日,7,11
준,2급,峻,"[[['높을', '준엄할'], ['준']]]",山,7,10
준,2급,埈,"[[['높을'], ['준']]]",土,7,10
지,2급,脂,"[[['기름'], ['지']]]",肉,6,10
지,2급,旨,"[[['뜻'], ['지']]]",日,2,6
지,2급,芝,"[[['지초'], ['지']]]",艸,4,8
지,2급,址,"[[['터'], ['지']]]",土,4,7
직,2급,稷,"[[['피[穀名]'], ['직']]]",禾,10,15
직,2급,稙,"[[['올벼'], ['직']]]",禾,8,13
진,2급,診,"[[['진찰할'], ['진']]]",言,5,12
진,2급,津,"[[['나루'], ['진']]]",水,6,9
진,2급,塵,"[[['티끌'], ['진']]]",土,11,14
진,2급,秦,"[[['성(姓)'], ['진']]]",禾,5,10
진,2급,晋,"[[['진나라'], ['진']]]",日,6,10
질,2급,窒,"[[['막힐'], ['질']]]",穴,6,11
집,2급,輯,"[[['모을'], ['집']]]",車,9,16
차,2급,遮,"[[['가릴'], ['차']]]",辵,11,15
찬,2급,餐,"[[['밥'], ['찬']]]",食,7,16
찬,2급,瓚,"[[['옥잔'], ['찬']]]",玉,19,23
찬,2급,鑽,"[[['뚫을'], ['찬']]]",金,19,27
찬,2급,璨,"[[['옥빛'], ['찬']]]",玉,13,17
찬,2급,燦,"[[['빛날'], ['찬']]]",火,13,17
찰,2급,刹,"[[['절'], ['찰']]]",刀,6,8
찰,2급,札,"[[['편지'], ['찰']]]",木,1,5
참,2급,斬,"[[['벨'], ['참']]]",斤,7,11
창,2급,滄,"[[['큰바다'], ['창']]]",水,10,13
창,2급,彰,"[[['드러날'], ['창']]]",彡,11,14
창,2급,敞,"[[['시원할'], ['창']]]",攴,8,12
창,2급,昶,"[[['해길'], ['창']]]",日,5,9
채,2급,埰,"[[['사패지(賜牌地)'], ['채']]]",土,8,11
채,2급,采,"[[['풍채'], ['채']]]",釆,1,8
채,2급,蔡,"[[['성(姓)'], ['채']]]",艸,11,15
처,2급,悽,"[[['슬퍼할'], ['처']]]",心,8,11
척,2급,隻,"[[['외짝'], ['척']]]",隹,2,10
척,2급,陟,"[[['오를'], ['척']]]",阜,7,10
천,2급,釧,"[[['팔찌'], ['천']]]",金,3,11
철,2급,撤,"[[['거둘'], ['철']]]",手,12,15
철,2급,澈,"[[['맑을'], ['철']]]",水,12,15
철,2급,喆,"[[['밝을', '쌍길[吉]'], ['철']]]",口,9,12
첨,2급,瞻,"[[['볼'], ['첨']]]",目,13,18
