main_sound,level,hanja,meaning,radical,strokes,total_strokes
식,5급Ⅱ,識,"[[['알'], ['식']]]",言,12,19
신,5급Ⅱ,臣,"[[['신하'], ['신']]]",臣,0,6
실,5급Ⅱ,實,"[[['열매'], ['실']]]",宀,11,14
아,5급Ⅱ,兒,"[[['아이'], ['아']]]",儿,6,8
악,5급Ⅱ,惡,"[[['악할'], ['악']], [['미워할'], ['오']]]",心,8,12
약,5급Ⅱ,約,"[[['맺을'], ['약']]]",糸,3,9
양,5급Ⅱ,養,"[[['기를'], ['양']]]",食,6,15
요,5급Ⅱ,要,"[[['요긴할'], ['요']]]",襾,3,9
우,5급Ⅱ,友,"[[['벗'], ['우']]]",又,2,4
우,5급Ⅱ,雨,"[[['비'], ['우']]]",雨,0,8
운,5급Ⅱ,雲,"[[['구름'], ['운']]]",雨,4,12
원,5급Ⅱ,元,"[[['으뜸'], ['원']]]",儿,2,4
위,5급Ⅱ,偉,"[[['클'], ['위']]]",人,9,11
이,5급Ⅱ,以,"[[['써'], ['이']]]",人,3,5
임,5급Ⅱ,任,"[[['맡길'], ['임']]]",人,4,6
재,5급Ⅱ,財,"[[['재물'], ['재']]]",貝,3,10
재,5급Ⅱ,材,"[[['재목'], ['재']]]",木,3,7
적,5급Ⅱ,的,"[[['과녁'], ['적']]]",白,3,8
전,5급Ⅱ,傳,"[[['전할'], ['전']]]",人,11,13
전,5급Ⅱ,典,"[[['법'], ['전']]]",八,6,8
전,5급Ⅱ,展,"[[['펼'], ['전']]]",尸,7,10
절,5급Ⅱ,節,"[[['마디'], ['절']]]",竹,9,15
절,5급Ⅱ,切,"[[['끊을'], ['절']], [['온통'], ['체']]]",刀,2,4
점,5급Ⅱ,店,"[[['가게'], ['점']]]",广,5,8
정,5급Ⅱ,情,"[[['뜻'], ['정']]]",心,8,11
조,5급Ⅱ,調,"[[['고를'], ['조']]]",言,8,15
졸,5급Ⅱ,卒,"[[['마칠'], ['졸']]]",十,6,8
종,5급Ⅱ,種,"[[['씨'], ['종']]]",禾,9,14
주,5급Ⅱ,週,"[[['주일'], ['주']]]",辵,8,12
주,5급Ⅱ,州,"[[['고을'], ['주']]]",巛,3,6
지,5급Ⅱ,知,"[[['알'], ['지']]]",矢,3,8
질,5급Ⅱ,質,"[[['바탕'], ['질']]]",貝,8,15
착,5급Ⅱ,着,"[[['붙을'], ['착']]]",目,7,12
참,5급Ⅱ,參,"[[['참여할'], ['참']]]",厶,9,11
책,5급Ⅱ,責,"[[['꾸짖을'], ['책']]]",貝,4,11
충,5급Ⅱ,充,"[[['채울'], ['충']]]",儿,4,6
택,5급Ⅱ,宅,"[[['집'], ['택']]]",宀,3,6
품,5급Ⅱ,品,"[[['물건'], ['품']]]",口,6,9
필,5급Ⅱ,必,"[[['반드시'], ['필']]]",心,1,5
필,5급Ⅱ,筆,"[[['붓'], ['필']]]",竹,6,12
해,5급Ⅱ,害,"[[['해할'], ['해']]]",宀,7,10
화,5급Ⅱ,化,"[[['될'], ['화']]]",匕,2,4
효,5급Ⅱ,效,"[[['본받을'], ['효']]]",攴,6,10
흉,5급Ⅱ,凶,"[[['흉할'], ['흉']]]",凵,2,4
