main_sound,level,hanja,meaning,radical,strokes,total_strokes
끽,1급,喫,"[[['먹을'], ['끽']]]",口,9,12
나,1급,拏,"[[['잡을'], ['나']]]",手,5,9
나,1급,懦,"[[['나약할'], ['나']]]",心,14,17
나,1급,拿,"[[['잡을[拏同]'], ['나']]]",手,6,10
나,1급,儺,"[[['푸닥거리'], ['나']]]",人,19,21
난,1급,煖,"[[['더울'], ['난']]]",火,9,13
날,1급,捏,"[[['꾸밀'], ['날']]]",手,7,10
날,1급,捺,"[[['누를'], ['날']]]",手,8,11
납,1급,衲,"[[['기울[縫]'], ['납']]]",衣,4,9
낭,1급,囊,"[[['주머니'], ['낭']]]",口,19,22
년,1급,撚,"[[['비빌'], ['년']]]",手,12,15
녈,1급,涅,"[[['열반(涅槃)'], ['녈']]]",水,7,10
노,1급,弩,"[[['쇠뇌'], ['노']]]",弓,5,8
노,1급,駑,"[[['둔한말'], ['노']]]",馬,5,15
농,1급,膿,"[[['고름'], ['농']]]",肉,13,17
뇨,1급,撓,"[[['휠'], ['뇨']]]",手,12,15
눌,1급,訥,"[[['말더듬거릴'], ['눌']]]",言,4,11
뉴,1급,紐,"[[['맺을'], ['뉴']]]",糸,4,10
닉,1급,匿,"[[['숨길'], ['닉']]]",匸,9,11
단,1급,蛋,"[[['새알'], ['단']]]",虫,5,11
단,1급,簞,"[[['소쿠리'], ['단']]]",竹,12,18
단,1급,緞,"[[['비단'], ['단']]]",糸,9,15
달,1급,撻,"[[['때릴'], ['달']]]",手,13,16
달,1급,疸,"[[['황달'], ['달']]]",疒,5,10
담,1급,憺,"[[['참담할'], ['담']]]",心,13,16
담,1급,曇,"[[['흐릴'], ['담']]]",日,12,16
담,1급,澹,"[[['맑을'], ['담']]]",水,13,16
담,1급,痰,"[[['가래'], ['담']]]",疒,8,13
담,1급,譚,"[[['클', '말씀'], ['담']]]",言,12,19
답,1급,遝,"[[['뒤섞일'], ['답']]]",辵,10,14
당,1급,撞,"[[['칠'], ['당']]]",手,12,15
당,1급,棠,"[[['아가위'], ['당']]]",木,8,12
당,1급,螳,"[[['버마재비(사마귀)'], ['당']]]",虫,11,17
대,1급,擡,"[[['들[擧]'], ['대']]]",手,14,17
대,1급,袋,"[[['자루'], ['대']]]",衣,5,11
도,1급,搗,"[[['찧을'], ['도']]]",手,10,13
도,1급,鍍,"[[['도금할'], ['도']]]",金,9,17
도,1급,蹈,"[[['밟을'], ['도']]]",足,10,17
도,1급,賭,"[[['내기'], ['도']]]",貝,9,16
도,1급,萄,"[[['포도'], ['도']]]",艸,8,12
도,1급,禱,"[[['빌'], ['도']]]",示,14,19
도,1급,睹,"[[['볼'], ['도']]]",目,9,14
도,1급,濤,"[[['물결'], ['도']]]",水,14,17
도,1급,屠,"[[['죽일'], ['도']]]",尸,9,12
도,1급,淘,"[[['쌀일'], ['도']]]",水,8,11
도,1급,掉,"[[['흔들'], ['도']]]",手,8,11
도,1급,堵,"[[['담'], ['도']]]",土,9,12
도,1급,滔,"[[['물넘칠'], ['도']]]",水,10,13
독,1급,禿,"[[['대머리'], ['독']]]",禾,2,7
독,1급,瀆,"[[['도랑', '더럽힐'], ['독']]]",水,15,18
돈,1급,沌,"[[['엉길'], ['돈']]]",水,4,7
동,1급,疼,"[[['아플'], ['동']]]",疒,5,10
동,1급,瞳,"[[['눈동자'], ['동']]]",目,12,17
동,1급,胴,"[[['큰창자', '몸통'], ['동']]]",肉,6,10
동,1급,憧,"[[['동경할'], ['동']]]",心,12,15
두,1급,兜,"[[['투구'], ['두']], [['도솔천(兜率天)'], ['도']]]",儿,9,11
두,1급,痘,"[[['역질'], ['두']]]",疒,7,12
둔,1급,臀,"[[['볼기'], ['둔']]]",肉,13,17
둔,1급,遁,"[[['숨을'], ['둔']]]",辵,9,13
등,1급,橙,"[[['귤', '걸상'], ['등']]]",木,12,16
라,1급,邏,"[[['순라'], ['라']]]",辵,19,23
라,1급,螺,"[[['소라'], ['라']]]",虫,11,17
라,1급,懶,"[[['게으를'], ['라']]]",心,16,19
라,1급,癩,"[[['문둥이'], ['라']]]",疒,16,21
락,1급,駱,"[[['낙타'], ['락']]]",馬,6,16
락,1급,烙,"[[['지질'], ['락']]]",火,6,10
락,1급,酪,"[[['쇠젖'], ['락']]]",酉,6,13
란,1급,瀾,"[[['물결'], ['란']]]",水,17,20
란,1급,鸞,"[[['난새'], ['란']]]",鳥,19,30
랄,1급,剌,"[[['발랄할'], ['랄']]]",刀,7,9
랄,1급,辣,"[[['매울'], ['랄']]]",辛,7,14
람,1급,籃,"[[['대바구니'], ['람']]]",竹,14,20
랍,1급,蠟,"[[['밀'], ['랍']]]",虫,15,21
랍,1급,臘,"[[['섣달'], ['랍']]]",肉,15,19
랑,1급,狼,"[[['이리'], ['랑']]]",犬,7,10
량,1급,倆,"[[['재주'], ['량']]]",人,8,10
량,1급,粱,"[[['기장'], ['량']]]",米,7,13
려,1급,侶,"[[['짝'], ['려']]]",人,7,9
려,1급,戾,"[[['어그러질'], ['려']]]",戶,4,8
려,1급,濾,"[[['거를'], ['려']]]",水,15,18
려,1급,閭,"[[['마을'], ['려']]]",門,7,15
려,1급,黎,"[[['검을'], ['려']]]",黍,3,15
력,1급,瀝,"[[['스밀'], ['력']]]",水,16,19
력,1급,礫,"[[['조약돌'], ['력']]]",石,15,20
련,1급,輦,"[[['가마'], ['련']]]",車,8,15
렴,1급,斂,"[[['거둘'], ['렴']]]",攴,13,17
렴,1급,殮,"[[['염(殮)할'], ['렴']]]",歹,13,17
렴,1급,簾,"[[['발'], ['렴']]]",竹,13,19
령,1급,齡,"[[['나이'], ['령']]]",齒,5,20
령,1급,囹,"[[['옥(獄)'], ['령']]]",囗,5,8
령,1급,逞,"[[['쾌할'], ['령']]]",辵,7,11
령,1급,鈴,"[[['방울'], ['령']]]",金,5,13
로,1급,虜,"[[['사로잡을'], ['로']]]",虍,7,13
로,1급,擄,"[[['노략질할'], ['로']]]",手,12,15
로,1급,撈,"[[['건질'], ['로']]]",手,12,15
록,1급,麓,"[[['산기슭'], ['록']]]",鹿,8,19
록,1급,碌,"[[['푸른돌'], ['록']]]",石,8,13
롱,1급,壟,"[[['밭두둑'], ['롱']]]",土,16,19
롱,1급,聾,"[[['귀먹을'], ['롱']]]",耳,16,22
롱,1급,瓏,"[[['옥소리'], ['롱']]]",玉,16,20
뢰,1급,賂,"[[['뇌물'], ['뢰']]]",貝,6,13
뢰,1급,磊,"[[['돌무더기'], ['뢰']]]",石,10,15
뢰,1급,牢,"[[['우리[畜舍]'], ['뢰']]]",牛,3,7
뢰,1급,儡,"[[['꼭두각시'], ['뢰']]]",人,15,17
료,1급,燎,"[[['횃불'], ['료']]]",火,12,16
료,1급,瞭,"[[['밝을'], ['료']]]",目,12,17
료,1급,聊,"[[['애오라지'], ['료']]]",耳,5,11
료,1급,寥,"[[['쓸쓸할'], ['료']]]",宀,11,14
료,1급,寮,"[[['동관(同官)'], ['료']]]",宀,12,15
루,1급,壘,"[[['보루'], ['루']]]",土,15,18
루,1급,陋,"[[['더러울'], ['루']]]",阜,6,9
류,1급,琉,"[[['유리'], ['류']]]",玉,7,11
류,1급,溜,"[[['처마물'], ['류']]]",水,10,13
류,1급,瘤,"[[['혹'], ['류']]]",疒,10,15
륙,1급,戮,"[[['죽일'], ['륙']]]",戈,11,15
륜,1급,淪,"[[['빠질'], ['륜']]]",水,8,11
륜,1급,綸,"[[['벼리'], ['륜']]]",糸,8,14
률,1급,慄,"[[['떨릴'], ['률']]]",心,10,13
륵,1급,肋,"[[['갈빗대'], ['륵']]]",肉,2,6
륵,1급,勒,"[[['굴레'], ['륵']]]",力,9,11
름,1급,凜,"[[['찰'], ['름']]]",冫,13,15
릉,1급,稜,"[[['모날'], ['릉']]]",禾,8,13
릉,1급,綾,"[[['비단'], ['릉']]]",糸,8,14
릉,1급,凌,"[[['업신여길'], ['릉']]]",冫,8,10
릉,1급,菱,"[[['마름'], ['릉']]]",艸,8,12
리,1급,悧,"[[['영리할'], ['리']]]",心,7,10
리,1급,籬,"[[['울타리'], ['리']]]",竹,19,25
리,1급,釐,"[[['다스릴'], ['리']]]",里,11,18
리,1급,俚,"[[['속될'], ['리']]]",人,7,9
리,1급,裡,"[[['속'], ['리']]]",衣,7,12
리,1급,痢,"[[['이질'], ['리']]]",疒,7,12
리,1급,罹,"[[['걸릴'], ['리']]]",网,11,16
린,1급,吝,"[[['아낄'], ['린']]]",口,4,7
린,1급,鱗,"[[['비늘'], ['린']]]",魚,12,23
린,1급,燐,"[[['도깨비불'], ['린']]]",火,12,16
린,1급,躪,"[[['짓밟을'], ['린']]]",足,20,27
림,1급,淋,"[[['임질'], ['림']]]",水,8,11
립,1급,笠,"[[['삿갓'], ['립']]]",竹,5,11
립,1급,粒,"[[['낟알'], ['립']]]",米,5,11
막,1급,寞,"[[['고요할'], ['막']]]",宀,11,14
만,1급,輓,"[[['끌', '애도할'], ['만']]]",車,7,14
만,1급,饅,"[[['만두'], ['만']]]",食,11,20
만,1급,蔓,"[[['덩굴'], ['만']]]",艸,11,15
만,1급,鰻,"[[['뱀장어'], ['만']]]",魚,11,22
만,1급,卍,"[[['만(卍)'], ['만']]]",十,4,6
만,1급,彎,"[[['굽을'], ['만']]]",弓,19,22
만,1급,挽,"[[['당길'], ['만']]]",手,7,10
만,1급,瞞,"[[['속일'], ['만']]]",目,11,16
말,1급,抹,"[[['지울'], ['말']]]",手,5,8
말,1급,沫,"[[['물거품'], ['말']]]",水,5,8
말,1급,襪,"[[['버선'], ['말']]]",衣,15,20
망,1급,芒,"[[['까끄라기'], ['망']]]",艸,3,7
망,1급,惘,"[[['멍할'], ['망']]]",心,8,11
매,1급,煤,"[[['그을음'], ['매']]]",火,9,13
매,1급,罵,"[[['꾸짖을'], ['매']]]",网,10,15
매,1급,邁,"[[['갈[行]'], ['매']]]",辵,13,17
매,1급,呆,"[[['어리석을'], ['매']]]",口,4,7
매,1급,昧,"[[['어두울'], ['매']]]",日,5,9
매,1급,寐,"[[['잘'], ['매']]]",宀,9,12
맹,1급,萌,"[[['움[芽]'], ['맹']]]",艸,8,12
면,1급,棉,"[[['목화'], ['면']]]",木,8,12
면,1급,眄,"[[['곁눈질할'], ['면']]]",目,4,9
면,1급,緬,"[[['멀'], ['면']]]",糸,9,15
면,1급,麪,"[[['국수'], ['면']]]",麥,4,15
명,1급,溟,"[[['바다'], ['명']]]",水,10,13
명,1급,皿,"[[['그릇'], ['명']]]",皿,0,5
명,1급,螟,"[[['멸구'], ['명']]]",虫,10,16
명,1급,暝,"[[['저물'], ['명']]]",日,10,14
명,1급,酩,"[[['술취할'], ['명']]]",酉,6,13
몌,1급,袂,"[[['소매'], ['몌']]]",衣,4,9
모,1급,摸,"[[['더듬을'], ['모']]]",手,11,14
모,1급,牡,"[[['수컷'], ['모']]]",牛,3,7
모,1급,糢,"[[['모호할'], ['모']]]",米,11,17
모,1급,耗,"[[['소모할'], ['모']]]",耒,4,10
몰,1급,歿,"[[['죽을'], ['몰']]]",歹,4,8
묘,1급,猫,"[[['고양이'], ['묘']]]",犬,9,12
묘,1급,描,"[[['그릴'], ['묘']]]",手,9,12
묘,1급,杳,"[[['아득할'], ['묘']]]",木,4,8
묘,1급,渺,"[[['아득할', '물질펀할'], ['묘']]]",水,9,12
무,1급,巫,"[[['무당'], ['무']]]",工,4,7
무,1급,蕪,"[[['거칠'], ['무']]]",艸,12,16
무,1급,畝,"[[['이랑'], ['무']], [['이랑'], ['묘']]]",田,5,10
무,1급,毋,"[[['말[勿]'], ['무']]]",毋,0,4
무,1급,撫,"[[['어루만질'], ['무']]]",手,12,15
무,1급,拇,"[[['엄지손가락'], ['무']]]",手,5,8
무,1급,憮,"[[['어루만질'], ['무']]]",心,12,15
무,1급,誣,"[[['속일'], ['무']]]",言,7,14
문,1급,蚊,"[[['모기'], ['문']]]",虫,4,10
미,1급,靡,"[[['쓰러질'], ['미']]]",非,11,19
미,1급,薇,"[[['장미'], ['미']]]",艸,13,17
미,1급,媚,"[[['아첨할', '예쁠'], ['미']]]",女,9,12
민,1급,悶,"[[['답답할'], ['민']]]",心,8,12
밀,1급,謐,"[[['고요할'], ['밀']]]",言,10,17
박,1급,膊,"[[['팔뚝'], ['박']]]",肉,10,14
박,1급,搏,"[[['두드릴'], ['박']]]",手,10,13
박,1급,縛,"[[['얽을'], ['박']]]",糸,10,16
박,1급,箔,"[[['발[簾]'], ['박']]]",竹,8,14
박,1급,撲,"[[['칠[擊]'], ['박']]]",手,12,15
박,1급,剝,"[[['벗길'], ['박']]]",刀,8,10
박,1급,珀,"[[['호박(琥珀)'], ['박']]]",玉,5,9
박,1급,樸,"[[['순박할'], ['박']]]",木,12,16
박,1급,粕,"[[['지게미'], ['박']]]",米,5,11
박,1급,駁,"[[['논박할'], ['박']]]",馬,4,14
반,1급,槃,"[[['쟁반'], ['반']]]",木,10,14
반,1급,斑,"[[['아롱질'], ['반']]]",文,8,12
반,1급,礬,"[[['백반'], ['반']]]",石,15,20
반,1급,絆,"[[['얽어맬'], ['반']]]",糸,5,11
반,1급,畔,"[[['밭두둑'], ['반']]]",田,5,10
반,1급,蟠,"[[['서릴'], ['반']]]",虫,12,18
반,1급,頒,"[[['나눌'], ['반']]]",頁,4,13
반,1급,攀,"[[['더위잡을'], ['반']]]",手,15,19
반,1급,拌,"[[['버릴'], ['반']]]",手,5,8
발,1급,跋,"[[['밟을'], ['발']]]",足,5,12
발,1급,勃,"[[['노할'], ['발']]]",力,7,9
발,1급,魃,"[[['가물'], ['발']]]",鬼,5,15
발,1급,醱,"[[['술괼'], ['발']]]",酉,12,19
발,1급,潑,"[[['물뿌릴'], ['발']]]",水,12,15
발,1급,撥,"[[['다스릴'], ['발']]]",手,12,15
방,1급,彷,"[[['헤맬'], ['방']]]",彳,4,7
방,1급,尨,"[[['삽살개'], ['방']]]",尢,4,7
방,1급,謗,"[[['헐뜯을'], ['방']]]",言,10,17
방,1급,坊,"[[['동네'], ['방']]]",土,4,7
방,1급,膀,"[[['오줌통'], ['방']]]",肉,10,14
방,1급,幇,"[[['도울'], ['방']]]",巾,9,12
방,1급,昉,"[[['밝을'], ['방']]]",日,4,8
방,1급,肪,"[[['기름'], ['방']]]",肉,4,8
방,1급,榜,"[[['방(榜)붙일'], ['방']]]",木,10,14
방,1급,枋,"[[['다목'], ['방']]]",木,4,8
배,1급,陪,"[[['모실'], ['배']]]",阜,8,11
배,1급,胚,"[[['아기밸'], ['배']]]",肉,5,9
배,1급,湃,"[[['물결칠'], ['배']]]",水,9,12
배,1급,徘,"[[['어정거릴'], ['배']]]",彳,8,11
백,1급,魄,"[[['넋'], ['백']]]",鬼,5,15
백,1급,帛,"[[['비단'], ['백']]]",巾,5,8
번,1급,藩,"[[['울타리'], ['번']]]",艸,15,19
번,1급,蕃,"[[['불을'], ['번']]]",艸,12,16
범,1급,帆,"[[['돛'], ['범']]]",巾,3,6
범,1급,梵,"[[['불경'], ['범']]]",木,7,11
범,1급,氾,"[[['넘칠'], ['범']]]",水,2,5
범,1급,泛,"[[['뜰'], ['범']]]",水,5,8
벽,1급,癖,"[[['버릇'], ['벽']]]",疒,13,18
벽,1급,劈,"[[['쪼갤'], ['벽']]]",刀,13,15
벽,1급,闢,"[[['열'], ['벽']]]",門,13,21
벽,1급,擘,"[[['엄지손가락'], ['벽']]]",手,13,17
벽,1급,璧,"[[['구슬'], ['벽']]]",玉,13,18
별,1급,鼈,"[[['자라'], ['별']]]",黽,12,25
별,1급,瞥,"[[['눈깜짝할'], ['별']]]",目,12,17
병,1급,甁,"[[['병'], ['병']]]",瓦,8,13
병,1급,餠,"[[['떡'], ['병']]]",食,8,17
보,1급,菩,"[[['보살'], ['보']]]",艸,8,12
보,1급,堡,"[[['작은성'], ['보']]]",土,9,12
보,1급,洑,"[[['보'], ['보']], [['스며흐를'], ['복']]]",水,6,9
복,1급,鰒,"[[['전복'], ['복']]]",魚,9,20
복,1급,僕,"[[['종'], ['복']]]",人,12,14
복,1급,匐,"[[['길'], ['복']]]",勹,9,11
복,1급,輻,"[[['바퀴살'], ['복']], [['바퀴살'], ['폭']]]",車,9,16
봉,1급,鋒,"[[['칼날'], ['봉']]]",金,7,15
봉,1급,烽,"[[['봉화'], ['봉']]]",火,7,11
봉,1급,捧,"[[['받들'], ['봉']]]",手,8,11
봉,1급,棒,"[[['막대'], ['봉']]]",木,8,12
부,1급,賻,"[[['부의'], ['부']]]",貝,10,17
부,1급,駙,"[[['부마'], ['부']]]",馬,5,15
부,1급,訃,"[[['부고'], ['부']]]",言,2,9
