main_sound,level,hanja,meaning,radical,strokes,total_strokes
귀,4급,歸,"[[['돌아갈'], ['귀']]]",止,14,18
균,4급,均,"[[['고를'], ['균']]]",土,4,7
극,4급,劇,"[[['심할'], ['극']]]",刀,13,15
근,4급,勤,"[[['부지런할'], ['근']]]",力,11,13
근,4급,筋,"[[['힘줄'], ['근']]]",竹,6,12
기,4급,機,"[[['틀'], ['기']]]",木,12,16
기,4급,寄,"[[['부칠'], ['기']]]",宀,8,11
기,4급,奇,"[[['기특할'], ['기']]]",大,5,8
기,4급,紀,"[[['벼리'], ['기']]]",糸,3,9
납,4급,納,"[[['들일'], ['납']]]",糸,4,10
단,4급,段,"[[['층계'], ['단']]]",殳,5,9
도,4급,徒,"[[['무리'], ['도']]]",彳,7,10
도,4급,盜,"[[['도둑'], ['도']]]",皿,7,12
도,4급,逃,"[[['도망할'], ['도']]]",辵,6,10
란,4급,亂,"[[['어지러울'], ['란']]]",乙,12,13
란,4급,卵,"[[['알'], ['란']]]",卩,5,7
람,4급,覽,"[[['볼'], ['람']]]",見,14,21
략,4급,略,"[[['간략할', '약할'], ['략']]]",田,6,11
량,4급,糧,"[[['양식'], ['량']]]",米,12,18
려,4급,慮,"[[['생각할'], ['려']]]",心,11,15
렬,4급,烈,"[[['매울'], ['렬']]]",火,6,10
룡,4급,龍,"[[['용'], ['룡']]]",龍,0,16
류,4급,柳,"[[['버들'], ['류']]]",木,5,9
륜,4급,輪,"[[['바퀴'], ['륜']]]",車,8,15
리,4급,離,"[[['떠날'], ['리']]]",隹,11,19
매,4급,妹,"[[['누이'], ['매']]]",女,5,8
면,4급,勉,"[[['힘쓸'], ['면']]]",力,7,9
명,4급,鳴,"[[['울'], ['명']]]",鳥,3,14
모,4급,模,"[[['본뜰'], ['모']]]",木,11,15
묘,4급,墓,"[[['무덤'], ['묘']]]",土,11,14
묘,4급,妙,"[[['묘할'], ['묘']]]",女,4,7
무,4급,舞,"[[['춤출'], ['무']]]",舛,8,14
박,4급,拍,"[[['칠'], ['박']]]",手,5,8
발,4급,髮,"[[['터럭'], ['발']]]",髟,5,15
방,4급,妨,"[[['방해할'], ['방']]]",女,4,7
범,4급,犯,"[[['범할'], ['범']]]",犬,2,5
범,4급,範,"[[['법'], ['범']]]",竹,9,15
변,4급,辯,"[[['말씀'], ['변']]]",辛,14,21
보,4급,普,"[[['넓을'], ['보']]]",日,8,12
복,4급,伏,"[[['엎드릴'], ['복']]]",人,4,6
복,4급,複,"[[['겹칠'], ['복']]]",衣,9,14
부,4급,否,"[[['아닐'], ['부']]]",口,4,7
부,4급,負,"[[['질[荷]'], ['부']]]",貝,2,9
분,4급,粉,"[[['가루'], ['분']]]",米,4,10
분,4급,憤,"[[['분할'], ['분']]]",心,12,15
비,4급,批,"[[['비평할'], ['비']]]",手,4,7
비,4급,祕,"[[['숨길'], ['비']]]",示,5,10
비,4급,碑,"[[['비석'], ['비']]]",石,8,13
사,4급,辭,"[[['말씀'], ['사']]]",辛,12,19
사,4급,私,"[[['사사(私事)'], ['사']]]",禾,2,7
사,4급,絲,"[[['실'], ['사']]]",糸,6,12
사,4급,射,"[[['쏠'], ['사']]]",寸,7,10
산,4급,散,"[[['흩을'], ['산']]]",攴,8,12
상,4급,傷,"[[['다칠'], ['상']]]",人,11,13
상,4급,象,"[[['코끼리'], ['상']]]",豕,5,12
선,4급,宣,"[[['베풀'], ['선']]]",宀,6,9
설,4급,舌,"[[['혀'], ['설']]]",舌,0,6
속,4급,屬,"[[['붙일'], ['속']]]",尸,18,21
손,4급,損,"[[['덜'], ['손']]]",手,10,13
송,4급,頌,"[[['기릴', '칭송할'], ['송']]]",頁,4,13
송,4급,松,"[[['소나무'], ['송']]]",木,4,8
수,4급,秀,"[[['빼어날'], ['수']]]",禾,2,7
숙,4급,叔,"[[['아재비'], ['숙']]]",又,6,8
숙,4급,肅,"[[['엄숙할'], ['숙']]]",聿,7,13
숭,4급,崇,"[[['높을'], ['숭']]]",山,8,11
씨,4급,氏,"[[['각시', '성씨(姓氏)'], ['씨']]]",氏,0,4
액,4급,額,"[[['이마'], ['액']]]",頁,9,18
양,4급,樣,"[[['모양'], ['양']]]",木,11,15
엄,4급,嚴,"[[['엄할'], ['엄']]]",口,17,20
여,4급,與,"[[['더불', '줄'], ['여']]]",臼,7,14
역,4급,域,"[[['지경'], ['역']]]",土,8,11
역,4급,易,"[[['바꿀'], ['역']], [['쉬울'], ['이']]]",日,4,8
연,4급,燃,"[[['탈'], ['연']]]",火,12,16
연,4급,鉛,"[[['납'], ['연']]]",金,5,13
연,4급,緣,"[[['인연'], ['연']]]",糸,9,15
연,4급,延,"[[['늘일'], ['연']]]",廴,4,7
영,4급,迎,"[[['맞을'], ['영']]]",辵,4,8
영,4급,映,"[[['비칠'], ['영']]]",日,5,9
영,4급,營,"[[['경영할'], ['영']]]",火,13,17
예,4급,豫,"[[['미리'], ['예']]]",豕,9,16
우,4급,優,"[[['넉넉할'], ['우']]]",人,15,17
우,4급,遇,"[[['만날'], ['우']]]",辵,9,13
우,4급,郵,"[[['우편'], ['우']]]",邑,8,11
원,4급,怨,"[[['원망할'], ['원']]]",心,5,9
원,4급,援,"[[['도울'], ['원']]]",手,9,12
원,4급,源,"[[['근원'], ['원']]]",水,10,13
위,4급,圍,"[[['에워쌀'], ['위']]]",囗,9,12
위,4급,委,"[[['맡길'], ['위']]]",女,5,8
위,4급,威,"[[['위엄'], ['위']]]",女,6,9
위,4급,慰,"[[['위로할'], ['위']]]",心,11,15
위,4급,危,"[[['위태할'], ['위']]]",卩,4,6
유,4급,遊,"[[['놀'], ['유']]]",辵,9,13
유,4급,乳,"[[['젖'], ['유']]]",乙,7,8
유,4급,儒,"[[['선비'], ['유']]]",人,14,16
유,4급,遺,"[[['남길'], ['유']]]",辵,12,16
은,4급,隱,"[[['숨을'], ['은']]]",阜,14,17
의,4급,依,"[[['의지할'], ['의']]]",人,6,8
의,4급,儀,"[[['거동'], ['의']]]",人,13,15
의,4급,疑,"[[['의심할'], ['의']]]",疋,9,14
이,4급,異,"[[['다를'], ['이']]]",田,6,11
인,4급,仁,"[[['어질'], ['인']]]",人,2,4
자,4급,資,"[[['재물'], ['자']]]",貝,6,13
자,4급,姿,"[[['모양'], ['자']]]",女,6,9
자,4급,姉,"[[['손윗누이'], ['자']]]",女,5,8
잔,4급,殘,"[[['남을'], ['잔']]]",歹,8,12
잡,4급,雜,"[[['섞일'], ['잡']]]",隹,10,18
장,4급,獎,"[[['장려할'], ['장']]]",犬,11,15
장,4급,裝,"[[['꾸밀'], ['장']]]",衣,7,13
장,4급,腸,"[[['창자'], ['장']]]",肉,9,13
장,4급,張,"[[['베풀'], ['장']]]",弓,8,11
장,4급,壯,"[[['장할'], ['장']]]",士,4,7
장,4급,帳,"[[['장막'], ['장']]]",巾,8,11
저,4급,底,"[[['밑'], ['저']]]",广,5,8
적,4급,積,"[[['쌓을'], ['적']]]",禾,11,16
적,4급,籍,"[[['문서'], ['적']]]",竹,14,20
적,4급,適,"[[['맞을'], ['적']]]",辵,11,15
적,4급,績,"[[['길쌈'], ['적']]]",糸,11,17
적,4급,賊,"[[['도둑'], ['적']]]",貝,6,13
전,4급,專,"[[['오로지'], ['전']]]",寸,8,11
전,4급,轉,"[[['구를'], ['전']]]",車,11,18
전,4급,錢,"[[['돈'], ['전']]]",金,8,16
절,4급,折,"[[['꺾을'], ['절']]]",手,4,7
점,4급,點,"[[['점'], ['점']]]",黑,5,17
점,4급,占,"[[['점령할 점', '점칠'], ['점']]]",卜,3,5
정,4급,靜,"[[['고요할'], ['정']]]",靑,8,16
정,4급,丁,"[[['고무래', '장정'], ['정']]]",一,1,2
정,4급,整,"[[['가지런할'], ['정']]]",攴,12,16
제,4급,帝,"[[['임금'], ['제']]]",巾,6,9
조,4급,條,"[[['가지'], ['조']]]",木,7,11
조,4급,潮,"[[['밀물', '조수'], ['조']]]",水,12,15
조,4급,組,"[[['짤'], ['조']]]",糸,5,11
존,4급,存,"[[['있을'], ['존']]]",子,3,6
종,4급,鍾,"[[['쇠북'], ['종']]]",金,9,17
종,4급,從,"[[['좇을'], ['종']]]",彳,8,11
좌,4급,座,"[[['자리'], ['좌']]]",广,7,10
주,4급,酒,"[[['술'], ['주']]]",酉,3,10
주,4급,朱,"[[['붉을'], ['주']]]",木,2,6
주,4급,周,"[[['두루'], ['주']]]",口,5,8
증,4급,證,"[[['증거'], ['증']]]",言,12,19
지,4급,持,"[[['가질'], ['지']]]",手,6,9
지,4급,智,"[[['슬기', '지혜'], ['지']]]",日,8,12
지,4급,誌,"[[['기록할'], ['지']]]",言,7,14
직,4급,織,"[[['짤'], ['직']]]",糸,12,18
진,4급,珍,"[[['보배'], ['진']]]",玉,5,9
진,4급,盡,"[[['다할'], ['진']]]",皿,9,14
진,4급,陣,"[[['진칠'], ['진']]]",阜,7,10
차,4급,差,"[[['다를'], ['차']]]",工,7,10
찬,4급,讚,"[[['기릴'], ['찬']]]",言,19,26
채,4급,採,"[[['캘'], ['채']]]",手,8,11
책,4급,冊,"[[['책'], ['책']]]",冂,3,5
천,4급,泉,"[[['샘'], ['천']]]",水,5,9
청,4급,聽,"[[['들을'], ['청']]]",耳,16,22
청,4급,廳,"[[['관청'], ['청']]]",广,22,25
초,4급,招,"[[['부를'], ['초']]]",手,5,8
추,4급,推,"[[['밀'], ['추']]]",手,8,11
축,4급,縮,"[[['줄일'], ['축']]]",糸,11,17
취,4급,就,"[[['나아갈'], ['취']]]",尢,9,12
취,4급,趣,"[[['뜻'], ['취']]]",走,8,15
층,4급,層,"[[['층[層階]'], ['층']]]",尸,12,15
침,4급,寢,"[[['잘'], ['침']]]",宀,11,14
침,4급,針,"[[['바늘'], ['침']]]",金,2,10
칭,4급,稱,"[[['일컬을'], ['칭']]]",禾,9,14
탄,4급,歎,"[[['탄식할'], ['탄']]]",欠,11,15
탄,4급,彈,"[[['탄알'], ['탄']]]",弓,12,15
탈,4급,脫,"[[['벗을'], ['탈']]]",肉,7,11
탐,4급,探,"[[['찾을'], ['탐']]]",手,8,11
택,4급,擇,"[[['가릴'], ['택']]]",手,13,16
토,4급,討,"[[['칠'], ['토']]]",言,3,10
통,4급,痛,"[[['아플'], ['통']]]",疒,7,12
투,4급,投,"[[['던질'], ['투']]]",手,4,7
투,4급,鬪,"[[['싸움'], ['투']]]",鬥,10,20
파,4급,派,"[[['갈래'], ['파']]]",水,6,9
판,4급,判,"[[['판단할'], ['판']]]",刀,5,7
편,4급,篇,"[[['책'], ['편']]]",竹,9,15
평,4급,評,"[[['평할'], ['평']]]",言,5,12
폐,4급,閉,"[[['닫을'], ['폐']]]",門,3,11
포,4급,胞,"[[['세포'], ['포']]]",肉,5,9
폭,4급,爆,"[[['불터질'], ['폭']]]",火,15,19
표,4급,標,"[[['표할'], ['표']]]",木,11,15
피,4급,疲,"[[['피곤할'], ['피']]]",疒,5,10
피,4급,避,"[[['피할'], ['피']]]",辵,13,17
한,4급,閑,"[[['한가할'], ['한']]]",門,4,12
한,4급,恨,"[[['한[怨]'], ['한']]]",心,6,9
항,4급,抗,"[[['겨룰'], ['항']]]",手,4,7
핵,4급,核,"[[['씨'], ['핵']]]",木,6,10
헌,4급,憲,"[[['법'], ['헌']]]",心,12,16
험,4급,險,"[[['험할'], ['험']]]",阜,13,16
혁,4급,革,"[[['가죽'], ['혁']]]",革,0,9
현,4급,顯,"[[['나타날'], ['현']]]",頁,14,23
형,4급,刑,"[[['형벌'], ['형']]]",刀,4,6
혹,4급,或,"[[['혹'], ['혹']]]",戈,4,8
혼,4급,婚,"[[['혼인할'], ['혼']]]",女,8,11
혼,4급,混,"[[['섞을'], ['혼']]]",水,8,11
홍,4급,紅,"[[['붉을'], ['홍']]]",糸,3,9
화,4급,華,"[[['빛날'], ['화']]]",艸,7,11
환,4급,歡,"[[['기쁠'], ['환']]]",欠,18,22
환,4급,環,"[[['고리'], ['환']]]",玉,13,17
황,4급,況,"[[['상황'], ['황']]]",水,5,8
회,4급,灰,"[[['재'], ['회']]]",火,2,6
후,4급,厚,"[[['두터울'], ['후']]]",厂,7,9
후,4급,候,"[[['기후'], ['후']]]",人,8,10
휘,4급,揮,"[[['휘두를'], ['휘']]]",手,9,12
희,4급,喜,"[[['기쁠'], ['희']]]",口,9,12
